cell_label,subclass,supertype,class,neurotransmitter,parcellation_structure,parcellation_substructure,parcellation_division
1018093343101720813,251 NTS Dbh Glut,1007 NTS Dbh Glut_4,24 MY Glut,Nora,PB,PB-unassigned,P
1018093343101250271,251 NTS Dbh Glut,1007 NTS Dbh Glut_4,24 MY Glut,Nora,PB,PB-unassigned,P
1018093343101260203,251 NTS Dbh Glut,1007 NTS Dbh Glut_4,24 MY Glut,Nora,PB,PB-unassigned,P
1018093343101250279,251 NTS Dbh Glut,1007 NTS Dbh Glut_4,24 MY Glut,Nora,LC,LC,P
1018093343101260244,251 NTS Dbh Glut,1007 NTS Dbh Glut_4,24 MY Glut,Nora,PB,PB-unassigned,P
1018093343101720834,251 NTS Dbh Glut,1007 NTS Dbh Glut_4,24 MY Glut,Nora,PB,PB-unassigned,P
1018093343101250174,251 NTS Dbh Glut,1007 NTS Dbh Glut_4,24 MY Glut,Nora,PB,PB-unassigned,P
1018093343101250216,251 NTS Dbh Glut,1007 NTS Dbh Glut_4,24 MY Glut,Nora,PB,PB-unassigned,P
1018093343101250184,251 NTS Dbh Glut,1007 NTS Dbh Glut_4,24 MY Glut,Nora,PB,PB-unassigned,P
1018093343101250215,251 NTS Dbh Glut,1007 NTS Dbh Glut_4,24 MY Glut,Nora,PB,PB-unassigned,P
1018093343101250178,251 NTS Dbh Glut,1007 NTS Dbh Glut_4,24 MY Glut,Nora,PB,PB-unassigned,P
1018093343101250255,251 NTS Dbh Glut,1007 NTS Dbh Glut_4,24 MY Glut,Nora,PB,PB-unassigned,P
1018093343101250264,251 NTS Dbh Glut,1007 NTS Dbh Glut_4,24 MY Glut,Nora,LC,LC,P
1018093343101260253,251 NTS Dbh Glut,1007 NTS Dbh Glut_4,24 MY Glut,Nora,PB,PB-unassigned,P
1018093343101250210,251 NTS Dbh Glut,1007 NTS Dbh Glut_4,24 MY Glut,Nora,PB,PB-unassigned,P
1018093343101250167,251 NTS Dbh Glut,1007 NTS Dbh Glut_4,24 MY Glut,Nora,PB,PB-unassigned,P
1018093343101720850,251 NTS Dbh Glut,1007 NTS Dbh Glut_4,24 MY Glut,Nora,PB,PB-unassigned,P
1018093343101720842,251 NTS Dbh Glut,1007 NTS Dbh Glut_4,24 MY Glut,Nora,PB,PB-unassigned,P
1018093343101720769,222 PB Evx2 Glut,0919 PB Evx2 Glut_6,23 P Glut,Glut,PB,PB-unassigned,P
1018093343101400665,224 PCG-PRNr Vsx2 Nkx6-1 Glut,0926 PCG-PRNr Vsx2 Nkx6-1 Glut_2,23 P Glut,Glut,PDTg,PDTg,P
1018093343101720836,251 NTS Dbh Glut,1007 NTS Dbh Glut_4,24 MY Glut,Nora,PB,PB-unassigned,P
1018093343101250070,251 NTS Dbh Glut,1007 NTS Dbh Glut_4,24 MY Glut,Nora,PB,PB-unassigned,P
1018093343101250283,251 NTS Dbh Glut,1007 NTS Dbh Glut_4,24 MY Glut,Nora,PB,PB-unassigned,P
1018093343101110876,222 PB Evx2 Glut,0919 PB Evx2 Glut_6,23 P Glut,Glut,PB,PB-unassigned,P
1018093343101250100,222 PB Evx2 Glut,0917 PB Evx2 Glut_4,23 P Glut,Glut,PB,PB-unassigned,P
1018093343101400525,274 PDTg Otp Shroom3 Gaba,1065 PDTg Otp Shroom3 Gaba_1,26 P GABA,GABA,PDTg,PDTg,P
1018093343101400645,275 PDTg Otp Olig3 Gaba,1066 PDTg Otp Olig3 Gaba_1,26 P GABA,GABA,PDTg,PDTg,P
1018093343101550036,275 PDTg Otp Olig3 Gaba,1066 PDTg Otp Olig3 Gaba_1,26 P GABA,GABA,PDTg,PDTg,P
1018093343101550824,237 PRP-NI-PRNc-GRN Otp Glut,0958 PRP-NI-PRNc-GRN Otp Glut_4,24 MY Glut,Glut,PDTg,PDTg,P
1018093343101720885,250 CBN Neurod2 Pvalb Glut,1003 CBN Neurod2 Pvalb Glut_1,24 MY Glut,Glut,PB,PB-unassigned,P
1018093343101720951,222 PB Evx2 Glut,0919 PB Evx2 Glut_6,23 P Glut,Glut,PB,PB-unassigned,P
1018093343101260083,222 PB Evx2 Glut,0919 PB Evx2 Glut_6,23 P Glut,Glut,PB,PB-unassigned,P
1018093343101400501,224 PCG-PRNr Vsx2 Nkx6-1 Glut,0928 PCG-PRNr Vsx2 Nkx6-1 Glut_4,23 P Glut,Glut,PDTg,PDTg,P
1018093343101560575,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101400718,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101560596,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101400720,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101400571,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101400711,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101400702,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101400570,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101400712,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101260286,251 NTS Dbh Glut,1007 NTS Dbh Glut_4,24 MY Glut,Nora,PB,PB-unassigned,P
1018093343101250300,251 NTS Dbh Glut,1007 NTS Dbh Glut_4,24 MY Glut,Nora,PB,PB-unassigned,P
1018093343101400682,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101550071,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101400700,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101550109,271 NI-RPO Gata3 Nr4a2 Gaba,1052 NI-RPO Gata3 Nr4a2 Gaba_1,26 P GABA,Glut-GABA,PDTg,PDTg,P
1018093343101870026,304 NTS-PARN Neurod2 Gly-Gaba,1131 NTS-PARN Neurod2 Gly-Gaba_2,27 MY GABA,GABA-Glyc,PB,PB-unassigned,P
1018093343101400694,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101400597,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101400556,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101550701,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101550649,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101400593,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101400584,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101560522,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101400554,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101400539,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101400537,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101400759,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101550653,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101400559,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101400551,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101400577,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101400552,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101560557,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101550688,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101550716,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101400744,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101560725,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101400617,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101400545,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101560520,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101550647,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101400775,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101550719,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101400701,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101400746,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101400779,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101560618,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101400725,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101560579,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101560565,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101400587,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101400631,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101560609,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101560545,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101400569,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101560541,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101400688,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101400654,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343201400676,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101400643,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101400802,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101400600,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101400592,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101400498,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101400793,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101560532,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101550566,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101400623,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101400670,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101400646,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101550597,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101400656,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101550575,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101550630,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101400736,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101400528,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101400685,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101400522,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101400622,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101560670,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101400659,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101560785,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101550577,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101400810,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101560676,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101400618,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101560622,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101400834,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101550622,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101400803,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101560677,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101400794,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101400661,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101400679,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101560686,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101560475,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101400782,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101400513,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101400655,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101560703,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101550553,271 NI-RPO Gata3 Nr4a2 Gaba,1053 NI-RPO Gata3 Nr4a2 Gaba_2,26 P GABA,GABA,PDTg,PDTg,P
1018093343101560605,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101560549,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101560589,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101400762,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101550691,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101550652,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101550708,273 PDTg-PCG Pax6 Gaba,1063 PDTg-PCG Pax6 Gaba_3,26 P GABA,GABA,PDTg,PDTg,P
1018093343101260288,251 NTS Dbh Glut,1007 NTS Dbh Glut_4,24 MY Glut,Nora,PB,PB-unassigned,P
1018093343101250241,251 NTS Dbh Glut,1007 NTS Dbh Glut_4,24 MY Glut,Nora,LC,LC,P
1018093343101250135,251 NTS Dbh Glut,1007 NTS Dbh Glut_4,24 MY Glut,Nora,PB,PB-unassigned,P
1018093343101250141,251 NTS Dbh Glut,1007 NTS Dbh Glut_4,24 MY Glut,Nora,PB,PB-unassigned,P
1018093343101720916,251 NTS Dbh Glut,1007 NTS Dbh Glut_4,24 MY Glut,Nora,PB,PB-unassigned,P
1018093343101260281,251 NTS Dbh Glut,1007 NTS Dbh Glut_4,24 MY Glut,Nora,PB,PB-unassigned,P
1018093343101260309,251 NTS Dbh Glut,1007 NTS Dbh Glut_4,24 MY Glut,Nora,PB,PB-unassigned,P
1018093343101260298,251 NTS Dbh Glut,1007 NTS Dbh Glut_4,24 MY Glut,Nora,PB,PB-unassigned,P
1018093343101260284,251 NTS Dbh Glut,1007 NTS Dbh Glut_4,24 MY Glut,Nora,PB,PB-unassigned,P
1018093343101260268,251 NTS Dbh Glut,1007 NTS Dbh Glut_4,24 MY Glut,Nora,PB,PB-unassigned,P
1018093343101250037,218 PSV Lmx1a Trpv6 Glut,0902 PSV Lmx1a Trpv6 Glut_1,23 P Glut,Glut,PB,PB-unassigned,P
1018093343101550026,221 LDT-PCG Vsx2 Lhx4 Glut,0908 LDT-PCG Vsx2 Lhx4 Glut_3,23 P Glut,Glut,PDTg,PDTg,P
1018093343101400806,221 LDT-PCG Vsx2 Lhx4 Glut,0908 LDT-PCG Vsx2 Lhx4 Glut_3,23 P Glut,Glut,PDTg,PDTg,P
1018093343101250023,222 PB Evx2 Glut,0918 PB Evx2 Glut_5,23 P Glut,Glut,PB,PB-unassigned,P
1018093343101250052,222 PB Evx2 Glut,0918 PB Evx2 Glut_5,23 P Glut,Glut,PB,PB-unassigned,P
1018093343101250042,222 PB Evx2 Glut,0918 PB Evx2 Glut_5,23 P Glut,Glut,PB,PB-unassigned,P
1018093343101250077,222 PB Evx2 Glut,0918 PB Evx2 Glut_5,23 P Glut,Glut,PB,PB-unassigned,P
1018093343101250104,222 PB Evx2 Glut,0918 PB Evx2 Glut_5,23 P Glut,Glut,PB,PB-unassigned,P
1018093343101250118,222 PB Evx2 Glut,0918 PB Evx2 Glut_5,23 P Glut,Glut,PB,PB-unassigned,P
1018093343101250124,222 PB Evx2 Glut,0918 PB Evx2 Glut_5,23 P Glut,Glut,PB,PB-unassigned,P
1018093343101720831,222 PB Evx2 Glut,0919 PB Evx2 Glut_6,23 P Glut,Glut,PB,PB-unassigned,P
1018093343101720904,265 PB Sst Gly-Gaba,1041 PB Sst Gly-Gaba_1,26 P GABA,GABA-Glyc,PB,PB-unassigned,P
1018093343101100436,265 PB Sst Gly-Gaba,1041 PB Sst Gly-Gaba_1,26 P GABA,GABA-Glyc,PB,PB-unassigned,P
1018093343101720933,265 PB Sst Gly-Gaba,1041 PB Sst Gly-Gaba_1,26 P GABA,GABA-Glyc,PB,PB-unassigned,P
1018093343101550796,237 PRP-NI-PRNc-GRN Otp Glut,0957 PRP-NI-PRNc-GRN Otp Glut_3,24 MY Glut,Glut,PDTg,PDTg,P
1018093343101400578,237 PRP-NI-PRNc-GRN Otp Glut,0958 PRP-NI-PRNc-GRN Otp Glut_4,24 MY Glut,Glut,PDTg,PDTg,P
1018093343101550753,237 PRP-NI-PRNc-GRN Otp Glut,0958 PRP-NI-PRNc-GRN Otp Glut_4,24 MY Glut,Glut,PDTg,PDTg,P
1018093343101250145,265 PB Sst Gly-Gaba,1041 PB Sst Gly-Gaba_1,26 P GABA,GABA-Glyc,PB,PB-unassigned,P
1018093343201400712,271 NI-RPO Gata3 Nr4a2 Gaba,1052 NI-RPO Gata3 Nr4a2 Gaba_1,26 P GABA,Glut-GABA,PDTg,PDTg,P
1018093343101550641,263 CS-RPO Meis2 Gaba,1033 CS-RPO Meis2 Gaba_3,26 P GABA,Glut-GABA,PDTg,PDTg,P
1018093343101110503,217 PB Lmx1a Glut,0895 PB Lmx1a Glut_1,23 P Glut,Glut,PB,PB-unassigned,P
1018093343101100596,217 PB Lmx1a Glut,0895 PB Lmx1a Glut_1,23 P Glut,Glut,PB,PB-unassigned,P
1018093343101260202,265 PB Sst Gly-Gaba,1041 PB Sst Gly-Gaba_1,26 P GABA,GABA-Glyc,PB,PB-unassigned,P
1018093343101720873,265 PB Sst Gly-Gaba,1041 PB Sst Gly-Gaba_1,26 P GABA,GABA-Glyc,PB,PB-unassigned,P
1018093343101870130,265 PB Sst Gly-Gaba,1041 PB Sst Gly-Gaba_1,26 P GABA,GABA-Glyc,PB,PB-unassigned,P
1018093343101100396,265 PB Sst Gly-Gaba,1041 PB Sst Gly-Gaba_1,26 P GABA,GABA-Glyc,PB,PB-unassigned,P
1018093343101720947,170 PAG-MRN Tfap2b Glut,0733 PAG-MRN Tfap2b Glut_1,19 MB Glut,Glut,PB,PB-unassigned,P
1018093343101250112,251 NTS Dbh Glut,1007 NTS Dbh Glut_4,24 MY Glut,Nora,PB,PB-unassigned,P
1018093343101110863,217 PB Lmx1a Glut,0900 PB Lmx1a Glut_6,23 P Glut,Glut,PB,PB-unassigned,P
1018093343101110715,217 PB Lmx1a Glut,0900 PB Lmx1a Glut_6,23 P Glut,Glut,PB,PB-unassigned,P
1018093343101100440,217 PB Lmx1a Glut,0900 PB Lmx1a Glut_6,23 P Glut,Glut,PB,PB-unassigned,P
1018093343101720893,217 PB Lmx1a Glut,0900 PB Lmx1a Glut_6,23 P Glut,Glut,PB,PB-unassigned,P
1018093343101110605,217 PB Lmx1a Glut,0900 PB Lmx1a Glut_6,23 P Glut,Glut,PB,PB-unassigned,P
1018093343101260166,217 PB Lmx1a Glut,0900 PB Lmx1a Glut_6,23 P Glut,Glut,PB,PB-unassigned,P
1018093343101720748,217 PB Lmx1a Glut,0900 PB Lmx1a Glut_6,23 P Glut,Glut,PB,PB-unassigned,P
1018093343101250040,333 Endo NN,1193 Endo NN_1,33 Vascular,,PB,PB-unassigned,P
1018093343101550766,333 Endo NN,1193 Endo NN_1,33 Vascular,,PDTg,PDTg,P
1018093343101100255,333 Endo NN,1193 Endo NN_1,33 Vascular,,PB,PB-unassigned,P
1018093343101100259,333 Endo NN,1193 Endo NN_1,33 Vascular,,PB,PB-unassigned,P
1018093343101560495,333 Endo NN,1193 Endo NN_1,33 Vascular,,PDTg,PDTg,P
1018093343101550078,333 Endo NN,1193 Endo NN_1,33 Vascular,,PDTg,PDTg,P
1018093343101400664,333 Endo NN,1193 Endo NN_1,33 Vascular,,PDTg,PDTg,P
1018093343101550730,333 Endo NN,1193 Endo NN_1,33 Vascular,,PDTg,PDTg,P
1018093343101100556,333 Endo NN,1193 Endo NN_1,33 Vascular,,PB,PB-unassigned,P
1018093343101550823,333 Endo NN,1193 Endo NN_1,33 Vascular,,PDTg,PDTg,P
1018093343101110730,333 Endo NN,1193 Endo NN_1,33 Vascular,,PB,PB-unassigned,P
1018093343101720924,333 Endo NN,1193 Endo NN_1,33 Vascular,,PB,PB-unassigned,P
1018093343101870067,333 Endo NN,1193 Endo NN_1,33 Vascular,,PB,PB-unassigned,P
1018093343101100588,333 Endo NN,1193 Endo NN_1,33 Vascular,,PB,PB-unassigned,P
